TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price_x,CustomerName,Region,SignupDate,ProductName,Category,Price_y
T00021,C0145,P038,2024-01-11 09:47:21,2,294.44,147.22,Wayne Stone,Asia,2023-01-13,TechPro Vase,Home Decor,147.22
T00032,C0109,P038,2024-11-07 01:47:33,4,588.88,147.22,Abigail Jones,North America,2022-05-09,TechPro Vase,Home Decor,147.22
T00251,C0004,P038,2024-08-03 06:21:11,3,441.66,147.22,Kathleen Rodriguez,South America,2022-10-09,TechPro Vase,Home Decor,147.22
T00323,C0082,P038,2024-09-22 07:51:55,4,588.88,147.22,Aimee Taylor,South America,2022-05-13,TechPro Vase,Home Decor,147.22
T00374,C0181,P038,2024-12-27 17:31:24,2,294.44,147.22,Alexander Barker,South America,2023-11-16,TechPro Vase,Home Decor,147.22
T00432,C0065,P038,2024-12-13 21:18:19,3,441.66,147.22,Gerald Hines,North America,2024-07-10,TechPro Vase,Home Decor,147.22
T00434,C0025,P038,2024-05-09 03:14:51,4,588.88,147.22,Gregory Odom,South America,2022-07-04,TechPro Vase,Home Decor,147.22
T00726,C0111,P038,2024-12-12 18:56:02,1,147.22,147.22,Roger David,Europe,2024-11-13,TechPro Vase,Home Decor,147.22
T00728,C0160,P038,2024-02-08 22:57:38,1,147.22,147.22,Jodi Cook,North America,2022-04-05,TechPro Vase,Home Decor,147.22
T00785,C0159,P038,2024-03-26 00:51:36,1,147.22,147.22,Austin Miller,Asia,2022-08-06,TechPro Vase,Home Decor,147.22
T00814,C0093,P038,2024-09-08 16:26:03,1,147.22,147.22,Nancy Walker,Asia,2024-07-13,TechPro Vase,Home Decor,147.22
T00863,C0008,P038,2024-11-08 20:46:29,1,147.22,147.22,David Li,North America,2024-01-13,TechPro Vase,Home Decor,147.22
T00913,C0117,P038,2024-02-08 17:57:52,1,147.22,147.22,Jeffrey Mcmahon,North America,2024-11-22,TechPro Vase,Home Decor,147.22
T00022,C0061,P085,2024-08-19 08:16:57,3,1249.05,416.35,Brandon Escobar,Europe,2023-03-06,BookWorld Biography,Books,416.35
T00052,C0090,P085,2024-02-25 18:56:28,3,1249.05,416.35,Charles Hamilton,Asia,2023-10-17,BookWorld Biography,Books,416.35
T00330,C0028,P085,2024-05-15 10:49:01,3,1249.05,416.35,Jennifer Pena,Asia,2024-06-29,BookWorld Biography,Books,416.35
T00401,C0189,P085,2024-11-11 16:53:21,3,1249.05,416.35,Sherri Dixon,North America,2024-01-22,BookWorld Biography,Books,416.35
T00435,C0037,P085,2024-05-16 16:00:40,4,1665.4,416.35,Linda Smith,Europe,2023-02-04,BookWorld Biography,Books,416.35
T00475,C0145,P085,2024-09-28 22:39:52,2,832.7,416.35,Wayne Stone,Asia,2023-01-13,BookWorld Biography,Books,416.35
T00504,C0021,P085,2024-04-05 03:20:25,1,416.35,416.35,Robert Blanchard,Asia,2023-04-17,BookWorld Biography,Books,416.35
T00829,C0099,P085,2024-12-23 18:22:03,4,1665.4,416.35,Rodney Eaton,South America,2023-01-29,BookWorld Biography,Books,416.35
T00023,C0012,P061,2024-06-18 10:55:39,4,627.84,156.96,Kevin May,South America,2024-08-07,HomeSense Desk Lamp,Home Decor,156.96
T00128,C0167,P061,2024-10-01 14:05:25,3,470.88,156.96,Brandy Welch,Europe,2024-01-27,HomeSense Desk Lamp,Home Decor,156.96
T00361,C0052,P061,2024-09-01 11:18:51,4,627.84,156.96,Stanley Aguirre,South America,2024-02-20,HomeSense Desk Lamp,Home Decor,156.96
T00403,C0114,P061,2024-02-21 15:52:59,4,627.84,156.96,Benjamin Anderson,Europe,2024-11-18,HomeSense Desk Lamp,Home Decor,156.96
T00422,C0163,P061,2024-05-11 07:45:26,3,470.88,156.96,Tiffany Cain,South America,2023-06-08,HomeSense Desk Lamp,Home Decor,156.96
T00458,C0102,P061,2024-06-25 22:40:29,1,156.96,156.96,Michael Atkinson,South America,2022-09-16,HomeSense Desk Lamp,Home Decor,156.96
T00476,C0119,P061,2024-02-07 04:03:23,1,156.96,156.96,David Armstrong,Europe,2023-11-13,HomeSense Desk Lamp,Home Decor,156.96
T00553,C0038,P061,2024-12-12 18:55:55,1,156.96,156.96,Jeffrey Perkins,North America,2022-04-16,HomeSense Desk Lamp,Home Decor,156.96
T00655,C0182,P061,2024-04-28 02:14:05,4,627.84,156.96,Joshua Preston,Europe,2024-12-28,HomeSense Desk Lamp,Home Decor,156.96
T00696,C0065,P061,2024-03-05 18:21:47,3,470.88,156.96,Gerald Hines,North America,2024-07-10,HomeSense Desk Lamp,Home Decor,156.96
T00731,C0200,P061,2024-07-15 20:36:28,4,627.84,156.96,Kelly Cross,Asia,2023-06-11,HomeSense Desk Lamp,Home Decor,156.96
T00791,C0052,P061,2024-01-09 13:32:17,2,313.92,156.96,Stanley Aguirre,South America,2024-02-20,HomeSense Desk Lamp,Home Decor,156.96
T00795,C0178,P061,2024-12-21 00:45:52,1,156.96,156.96,Carol Williams,Asia,2023-11-19,HomeSense Desk Lamp,Home Decor,156.96
T00834,C0090,P061,2024-05-16 01:56:32,3,470.88,156.96,Charles Hamilton,Asia,2023-10-17,HomeSense Desk Lamp,Home Decor,156.96
T00840,C0018,P061,2024-03-28 17:43:38,3,470.88,156.96,Tyler Haynes,North America,2024-09-21,HomeSense Desk Lamp,Home Decor,156.96
T00869,C0081,P061,2023-12-30 15:29:12,2,313.92,156.96,Kimberly Turner,Europe,2024-02-24,HomeSense Desk Lamp,Home Decor,156.96
T00024,C0006,P084,2024-06-13 10:35:07,3,1013.73,337.91,Brittany Palmer,South America,2024-01-07,ActiveWear Wall Art,Home Decor,337.91
T00100,C0197,P084,2024-05-08 15:48:20,3,1013.73,337.91,Christina Harvey,Europe,2023-03-21,ActiveWear Wall Art,Home Decor,337.91
T00202,C0100,P084,2024-01-31 14:10:21,1,337.91,337.91,Clinton Gomez,Europe,2023-03-16,ActiveWear Wall Art,Home Decor,337.91
T00235,C0116,P084,2024-01-31 11:17:38,2,675.82,337.91,James Martinez,North America,2024-09-11,ActiveWear Wall Art,Home Decor,337.91
T00265,C0122,P084,2024-03-19 00:50:12,1,337.91,337.91,Corey Ruiz,North America,2022-05-06,ActiveWear Wall Art,Home Decor,337.91
T00346,C0149,P084,2024-04-09 16:45:10,4,1351.64,337.91,Tina Wilson,Europe,2023-01-21,ActiveWear Wall Art,Home Decor,337.91
T00444,C0127,P084,2024-02-08 03:30:38,1,337.91,337.91,Kathryn Stevens,Europe,2024-04-04,ActiveWear Wall Art,Home Decor,337.91
T00752,C0178,P084,2024-04-25 22:21:27,4,1351.64,337.91,Carol Williams,Asia,2023-11-19,ActiveWear Wall Art,Home Decor,337.91
T00753,C0075,P084,2024-12-06 01:59:41,4,1351.64,337.91,Misty Higgins,Europe,2023-05-01,ActiveWear Wall Art,Home Decor,337.91
T00862,C0106,P084,2024-05-06 07:02:05,2,675.82,337.91,Amanda Mcguire,Asia,2022-09-22,ActiveWear Wall Art,Home Decor,337.91
T00940,C0059,P084,2024-09-14 15:29:16,4,1351.64,337.91,Mrs. Kimberly Wright,North America,2024-04-07,ActiveWear Wall Art,Home Decor,337.91
T00958,C0026,P084,2024-10-07 21:52:59,3,1013.73,337.91,Sara Miller,North America,2024-05-03,ActiveWear Wall Art,Home Decor,337.91
T00990,C0195,P084,2024-08-18 21:30:57,2,675.82,337.91,Jeremy Mclaughlin,South America,2024-09-17,ActiveWear Wall Art,Home Decor,337.91
T00025,C0027,P003,2024-10-11 21:32:34,4,176.48,44.12,Justin Heath,Asia,2022-11-09,ComfortLiving Biography,Books,44.12
T00102,C0153,P003,2024-07-20 16:04:49,2,88.24,44.12,Justin Smith,South America,2022-03-20,ComfortLiving Biography,Books,44.12
T00242,C0178,P003,2024-10-08 06:27:20,1,44.12,44.12,Carol Williams,Asia,2023-11-19,ComfortLiving Biography,Books,44.12
T00381,C0109,P003,2024-08-16 19:39:33,4,176.48,44.12,Abigail Jones,North America,2022-05-09,ComfortLiving Biography,Books,44.12
T00430,C0135,P003,2024-05-16 03:37:41,2,88.24,44.12,Toni Weaver,Europe,2022-08-23,ComfortLiving Biography,Books,44.12
T00574,C0172,P003,2024-07-23 20:01:12,1,44.12,44.12,Jamie Webb,Europe,2024-09-09,ComfortLiving Biography,Books,44.12
T00600,C0101,P003,2024-01-02 11:26:51,3,132.36,44.12,Kelsey Roberts,Asia,2023-09-30,ComfortLiving Biography,Books,44.12
T00633,C0137,P003,2024-03-20 23:29:34,3,132.36,44.12,Robert Gardner,South America,2024-04-09,ComfortLiving Biography,Books,44.12
T00686,C0012,P003,2024-05-12 12:53:40,4,176.48,44.12,Kevin May,South America,2024-08-07,ComfortLiving Biography,Books,44.12
T00826,C0169,P003,2024-07-20 11:22:47,2,88.24,44.12,Jennifer Shaw,South America,2023-04-13,ComfortLiving Biography,Books,44.12
T00914,C0094,P003,2024-03-10 12:10:40,2,88.24,44.12,Emily Trevino,North America,2023-09-16,ComfortLiving Biography,Books,44.12
T00991,C0111,P003,2024-01-26 22:34:43,3,132.36,44.12,Roger David,Europe,2024-11-13,ComfortLiving Biography,Books,44.12
T00026,C0136,P051,2024-02-01 08:58:02,3,195.48,65.16,Kristen Holder,Asia,2024-03-14,ComfortLiving Desk Lamp,Home Decor,65.16
T00044,C0046,P051,2024-03-09 09:06:10,3,195.48,65.16,Beth Cardenas,North America,2024-10-23,ComfortLiving Desk Lamp,Home Decor,65.16
T00079,C0147,P051,2024-05-09 16:33:17,1,65.16,65.16,Hunter Fuller,South America,2022-05-16,ComfortLiving Desk Lamp,Home Decor,65.16
T00169,C0152,P051,2024-06-09 15:20:30,1,65.16,65.16,Justin Evans,South America,2022-04-19,ComfortLiving Desk Lamp,Home Decor,65.16
T00297,C0131,P051,2024-01-18 01:32:18,3,195.48,65.16,Scott Wilson,North America,2022-06-05,ComfortLiving Desk Lamp,Home Decor,65.16
T00386,C0116,P051,2024-09-03 03:40:56,4,260.64,65.16,James Martinez,North America,2024-09-11,ComfortLiving Desk Lamp,Home Decor,65.16
T00590,C0157,P051,2024-05-04 20:38:52,2,130.32,65.16,Miguel Wong,North America,2024-01-30,ComfortLiving Desk Lamp,Home Decor,65.16
T00607,C0175,P051,2024-10-04 01:18:02,4,260.64,65.16,Matthew Johnson,Asia,2022-04-16,ComfortLiving Desk Lamp,Home Decor,65.16
T00856,C0043,P051,2024-09-19 14:24:09,2,130.32,65.16,Sandy Short MD,Asia,2023-02-05,ComfortLiving Desk Lamp,Home Decor,65.16
T00957,C0076,P051,2024-02-21 04:21:27,3,195.48,65.16,Emily Roberts,South America,2024-02-11,ComfortLiving Desk Lamp,Home Decor,65.16
T00027,C0124,P086,2024-03-30 21:17:42,2,881.4,440.7,Lindsay Perez,Europe,2024-08-26,SoundWave Novel,Books,440.7
T00069,C0021,P086,2024-01-13 00:48:20,4,1762.8,440.7,Robert Blanchard,Asia,2023-04-17,SoundWave Novel,Books,440.7
T00193,C0041,P086,2024-06-10 11:46:13,4,1762.8,440.7,Lindsey Deleon,Europe,2023-12-27,SoundWave Novel,Books,440.7
T00420,C0057,P086,2024-07-31 21:34:31,4,1762.8,440.7,Elizabeth Nguyen,Europe,2024-07-27,SoundWave Novel,Books,440.7
T00493,C0126,P086,2024-11-28 19:01:58,4,1762.8,440.7,Caitlin Brown,South America,2024-02-20,SoundWave Novel,Books,440.7
T00587,C0165,P086,2024-08-09 08:58:30,4,1762.8,440.7,Juan Mcdaniel,South America,2022-04-09,SoundWave Novel,Books,440.7
T00691,C0171,P086,2024-01-13 11:31:31,3,1322.1,440.7,Michael Cowan,South America,2022-12-16,SoundWave Novel,Books,440.7
T00813,C0006,P086,2024-10-07 04:07:35,3,1322.1,440.7,Brittany Palmer,South America,2024-01-07,SoundWave Novel,Books,440.7
T00896,C0093,P086,2024-03-26 18:01:53,1,440.7,440.7,Nancy Walker,Asia,2024-07-13,SoundWave Novel,Books,440.7
T00028,C0106,P047,2024-11-27 05:40:32,2,318.66,159.33,Amanda Mcguire,Asia,2022-09-22,ComfortLiving Cookware Set,Home Decor,159.33
T00047,C0136,P047,2024-04-23 17:09:27,4,637.32,159.33,Kristen Holder,Asia,2024-03-14,ComfortLiving Cookware Set,Home Decor,159.33
T00107,C0175,P047,2024-09-25 20:31:49,3,477.99,159.33,Matthew Johnson,Asia,2022-04-16,ComfortLiving Cookware Set,Home Decor,159.33
T00197,C0075,P047,2024-02-21 11:11:20,4,637.32,159.33,Misty Higgins,Europe,2023-05-01,ComfortLiving Cookware Set,Home Decor,159.33
T00352,C0046,P047,2024-09-09 04:31:40,2,318.66,159.33,Beth Cardenas,North America,2024-10-23,ComfortLiving Cookware Set,Home Decor,159.33
T00443,C0128,P047,2024-05-26 08:08:36,2,318.66,159.33,Henry Leach,Asia,2023-05-29,ComfortLiving Cookware Set,Home Decor,159.33
T00524,C0014,P047,2024-01-17 18:31:55,2,318.66,159.33,Deborah Wilcox,Europe,2024-06-22,ComfortLiving Cookware Set,Home Decor,159.33
T00531,C0022,P047,2024-07-10 07:04:02,1,159.33,159.33,Teresa Esparza,Asia,2023-10-27,ComfortLiving Cookware Set,Home Decor,159.33
T00539,C0159,P047,2024-12-13 17:21:14,4,637.32,159.33,Austin Miller,Asia,2022-08-06,ComfortLiving Cookware Set,Home Decor,159.33
T00897,C0195,P047,2024-04-30 14:23:08,3,477.99,159.33,Jeremy Mclaughlin,South America,2024-09-17,ComfortLiving Cookware Set,Home Decor,159.33
T00029,C0193,P068,2024-02-12 03:10:36,3,1341.69,447.23,Douglas Torres,Asia,2023-02-03,TechPro Novel,Books,447.23
T00071,C0059,P068,2024-10-24 00:10:41,1,447.23,447.23,Mrs. Kimberly Wright,North America,2024-04-07,TechPro Novel,Books,447.23
T00118,C0082,P068,2024-11-30 07:11:48,3,1341.69,447.23,Aimee Taylor,South America,2022-05-13,TechPro Novel,Books,447.23
T00156,C0081,P068,2024-11-08 18:02:09,1,447.23,447.23,Kimberly Turner,Europe,2024-02-24,TechPro Novel,Books,447.23
T00199,C0160,P068,2024-01-07 09:51:12,1,447.23,447.23,Jodi Cook,North America,2022-04-05,TechPro Novel,Books,447.23
T00287,C0165,P068,2024-12-26 06:46:12,4,1788.92,447.23,Juan Mcdaniel,South America,2022-04-09,TechPro Novel,Books,447.23
T00308,C0139,P068,2024-09-29 13:03:14,2,894.46,447.23,Ricky Gutierrez,North America,2022-03-14,TechPro Novel,Books,447.23
T00425,C0008,P068,2024-08-01 14:20:03,1,447.23,447.23,David Li,North America,2024-01-13,TechPro Novel,Books,447.23
T00447,C0035,P068,2024-09-30 17:00:33,3,1341.69,447.23,Brianna Richardson,North America,2024-10-01,TechPro Novel,Books,447.23
T00450,C0104,P068,2024-08-23 02:14:14,1,447.23,447.23,Laura Bennett,South America,2022-02-10,TechPro Novel,Books,447.23
T00833,C0187,P068,2024-01-09 11:36:08,3,1341.69,447.23,Kayla Kelly,South America,2024-08-02,TechPro Novel,Books,447.23
T00030,C0185,P092,2024-08-20 05:30:54,3,1167.6,389.2,Kathleen Logan,North America,2023-10-17,BookWorld Running Shoes,Clothing,389.2
T00340,C0098,P092,2024-07-02 05:35:21,2,778.4,389.2,Laura Gilbert,North America,2024-10-21,BookWorld Running Shoes,Clothing,389.2
T00410,C0042,P092,2024-10-30 12:42:57,4,1556.8,389.2,Heather Riley,North America,2023-03-15,BookWorld Running Shoes,Clothing,389.2
T00426,C0026,P092,2024-03-20 10:30:55,1,389.2,389.2,Sara Miller,North America,2024-05-03,BookWorld Running Shoes,Clothing,389.2
T00439,C0141,P092,2024-07-01 14:11:51,4,1556.8,389.2,Paul Parsons,Europe,2023-02-23,BookWorld Running Shoes,Clothing,389.2
T00618,C0103,P092,2024-03-04 04:39:40,1,389.2,389.2,Jennifer Munoz,Europe,2022-05-15,BookWorld Running Shoes,Clothing,389.2
T00652,C0149,P092,2024-04-27 01:00:06,4,1556.8,389.2,Tina Wilson,Europe,2023-01-21,BookWorld Running Shoes,Clothing,389.2
T00676,C0081,P092,2024-09-04 02:55:21,4,1556.8,389.2,Kimberly Turner,Europe,2024-02-24,BookWorld Running Shoes,Clothing,389.2
T00678,C0142,P092,2024-12-24 20:00:42,3,1167.6,389.2,Nicole Long DVM,Asia,2024-02-08,BookWorld Running Shoes,Clothing,389.2
T00031,C0093,P076,2024-08-31 18:20:26,3,1287.87,429.29,Nancy Walker,Asia,2024-07-13,ActiveWear Jeans,Clothing,429.29
T00106,C0158,P076,2024-09-12 09:25:47,4,1717.16,429.29,Wendy Browning,South America,2023-04-12,ActiveWear Jeans,Clothing,429.29
T00149,C0093,P076,2024-07-13 13:50:21,4,1717.16,429.29,Nancy Walker,Asia,2024-07-13,ActiveWear Jeans,Clothing,429.29
T00240,C0113,P076,2024-01-24 02:35:57,1,429.29,429.29,Joseph Ortiz Jr.,South America,2022-06-17,ActiveWear Jeans,Clothing,429.29
T00487,C0159,P076,2024-07-21 04:34:35,3,1287.87,429.29,Austin Miller,Asia,2022-08-06,ActiveWear Jeans,Clothing,429.29
T00614,C0042,P076,2024-04-28 14:38:55,1,429.29,429.29,Heather Riley,North America,2023-03-15,ActiveWear Jeans,Clothing,429.29
T00694,C0188,P076,2024-06-30 08:52:10,4,1717.16,429.29,Anna Ball,South America,2022-05-17,ActiveWear Jeans,Clothing,429.29
T00709,C0175,P076,2024-09-30 05:29:31,1,429.29,429.29,Matthew Johnson,Asia,2022-04-16,ActiveWear Jeans,Clothing,429.29
T00754,C0143,P076,2024-01-30 13:30:24,3,1287.87,429.29,Brian Parker,Asia,2024-05-27,ActiveWear Jeans,Clothing,429.29
T00894,C0155,P076,2024-09-12 09:37:09,2,858.58,429.29,Michelle Brown,South America,2023-03-23,ActiveWear Jeans,Clothing,429.29
T00033,C0099,P036,2024-12-17 22:52:47,2,745.1,372.55,Rodney Eaton,South America,2023-01-29,BookWorld Jacket,Clothing,372.55
T00080,C0139,P036,2024-04-09 07:47:04,1,372.55,372.55,Ricky Gutierrez,North America,2022-03-14,BookWorld Jacket,Clothing,372.55
T00312,C0092,P036,2024-01-27 16:35:59,1,372.55,372.55,Jacqueline Zamora,Asia,2024-05-29,BookWorld Jacket,Clothing,372.55
T00316,C0141,P036,2024-12-03 18:01:55,2,745.1,372.55,Paul Parsons,Europe,2023-02-23,BookWorld Jacket,Clothing,372.55
T00376,C0092,P036,2024-10-21 04:58:32,4,1490.2,372.55,Jacqueline Zamora,Asia,2024-05-29,BookWorld Jacket,Clothing,372.55
T00407,C0067,P036,2024-10-17 02:10:15,1,372.55,372.55,Carl Gonzalez,North America,2023-07-06,BookWorld Jacket,Clothing,372.55
T00469,C0083,P036,2024-04-14 12:03:56,1,372.55,372.55,Christina Stark,South America,2022-04-07,BookWorld Jacket,Clothing,372.55
T00517,C0010,P036,2024-11-16 18:14:23,3,1117.65,372.55,Aaron Cox,Europe,2022-12-15,BookWorld Jacket,Clothing,372.55
T00616,C0101,P036,2024-12-07 12:23:24,2,745.1,372.55,Kelsey Roberts,Asia,2023-09-30,BookWorld Jacket,Clothing,372.55
T00659,C0013,P036,2024-11-03 05:30:39,3,1117.65,372.55,Lauren Buchanan,South America,2024-05-19,BookWorld Jacket,Clothing,372.55
T00690,C0029,P036,2024-12-26 01:49:16,3,1117.65,372.55,Erin Manning,North America,2022-04-16,BookWorld Jacket,Clothing,372.55
T00925,C0093,P036,2024-04-04 03:50:45,1,372.55,372.55,Nancy Walker,Asia,2024-07-13,BookWorld Jacket,Clothing,372.55
T00036,C0035,P013,2024-01-17 12:40:30,1,114.2,114.2,Brianna Richardson,North America,2024-10-01,BookWorld Smartwatch,Electronics,114.2
T00097,C0045,P013,2024-06-08 14:47:32,4,456.8,114.2,Michael Williams,Asia,2022-02-25,BookWorld Smartwatch,Electronics,114.2
T00144,C0084,P013,2024-01-24 09:21:15,1,114.2,114.2,Belinda Garner,Asia,2024-09-17,BookWorld Smartwatch,Electronics,114.2
T00201,C0118,P013,2024-11-14 13:58:43,1,114.2,114.2,Jacob Holt,South America,2022-01-22,BookWorld Smartwatch,Electronics,114.2
T00498,C0039,P013,2024-10-27 05:26:27,1,114.2,114.2,Angela Harris,South America,2024-10-13,BookWorld Smartwatch,Electronics,114.2
T00544,C0075,P013,2024-06-13 07:28:26,3,342.6,114.2,Misty Higgins,Europe,2023-05-01,BookWorld Smartwatch,Electronics,114.2
T00560,C0069,P013,2024-05-09 09:15:59,3,342.6,114.2,Stacy Foster,Europe,2023-12-03,BookWorld Smartwatch,Electronics,114.2
T00697,C0084,P013,2024-10-16 06:10:29,3,342.6,114.2,Belinda Garner,Asia,2024-09-17,BookWorld Smartwatch,Electronics,114.2
T00738,C0157,P013,2024-03-19 16:14:11,3,342.6,114.2,Miguel Wong,North America,2024-01-30,BookWorld Smartwatch,Electronics,114.2
T00803,C0197,P013,2024-01-13 04:52:09,4,456.8,114.2,Christina Harvey,Europe,2023-03-21,BookWorld Smartwatch,Electronics,114.2
T00919,C0091,P013,2024-03-10 12:56:52,3,342.6,114.2,Lisa Kirk,South America,2023-03-16,BookWorld Smartwatch,Electronics,114.2
T00038,C0084,P058,2024-09-05 08:46:22,2,315.24,157.62,Belinda Garner,Asia,2024-09-17,ActiveWear Textbook,Books,157.62
T00124,C0076,P058,2024-02-07 01:32:26,3,472.86,157.62,Emily Roberts,South America,2024-02-11,ActiveWear Textbook,Books,157.62
T00227,C0049,P058,2024-04-25 18:50:36,2,315.24,157.62,Jason Yates,North America,2024-09-18,ActiveWear Textbook,Books,157.62
T00365,C0102,P058,2024-04-09 18:48:11,4,630.48,157.62,Michael Atkinson,South America,2022-09-16,ActiveWear Textbook,Books,157.62
T00404,C0022,P058,2024-09-17 15:12:23,2,315.24,157.62,Teresa Esparza,Asia,2023-10-27,ActiveWear Textbook,Books,157.62
T00416,C0152,P058,2024-01-13 10:46:55,1,157.62,157.62,Justin Evans,South America,2022-04-19,ActiveWear Textbook,Books,157.62
T00471,C0102,P058,2024-01-12 17:34:27,4,630.48,157.62,Michael Atkinson,South America,2022-09-16,ActiveWear Textbook,Books,157.62
T00566,C0139,P058,2024-07-30 11:43:57,2,315.24,157.62,Ricky Gutierrez,North America,2022-03-14,ActiveWear Textbook,Books,157.62
T00662,C0118,P058,2024-11-08 12:43:10,1,157.62,157.62,Jacob Holt,South America,2022-01-22,ActiveWear Textbook,Books,157.62
T00667,C0047,P058,2024-04-26 14:16:50,2,315.24,157.62,Samantha Frank,North America,2024-03-22,ActiveWear Textbook,Books,157.62
T00681,C0153,P058,2024-09-05 07:22:52,4,630.48,157.62,Justin Smith,South America,2022-03-20,ActiveWear Textbook,Books,157.62
T00824,C0156,P058,2024-05-20 12:30:20,1,157.62,157.62,William Adams,North America,2023-08-19,ActiveWear Textbook,Books,157.62
T00981,C0112,P058,2024-07-10 02:32:56,4,630.48,157.62,Brian Adkins,South America,2022-07-07,ActiveWear Textbook,Books,157.62
T00039,C0056,P050,2024-10-16 01:04:33,2,875.3,437.65,Erika Fernandez,Asia,2024-04-12,ActiveWear Smartwatch,Electronics,437.65
T00191,C0172,P050,2024-11-21 12:52:03,1,437.65,437.65,Jamie Webb,Europe,2024-09-09,ActiveWear Smartwatch,Electronics,437.65
T00328,C0085,P050,2024-09-04 11:39:30,3,1312.95,437.65,Richard Brown,South America,2024-09-22,ActiveWear Smartwatch,Electronics,437.65
T00345,C0140,P050,2024-08-07 09:24:39,4,1750.6,437.65,Gregory Estrada,Asia,2023-07-01,ActiveWear Smartwatch,Electronics,437.65
T00362,C0096,P050,2024-01-31 07:07:22,2,875.3,437.65,Benjamin Mcclure,South America,2022-11-18,ActiveWear Smartwatch,Electronics,437.65
T00542,C0098,P050,2024-04-17 00:48:43,1,437.65,437.65,Laura Gilbert,North America,2024-10-21,ActiveWear Smartwatch,Electronics,437.65
T00718,C0007,P050,2024-02-20 09:22:52,1,437.65,437.65,Paul Graves,Asia,2022-06-18,ActiveWear Smartwatch,Electronics,437.65
T00770,C0181,P050,2024-09-16 21:24:16,2,875.3,437.65,Alexander Barker,South America,2023-11-16,ActiveWear Smartwatch,Electronics,437.65
T00859,C0162,P050,2024-01-11 14:19:36,3,1312.95,437.65,Edwin Watson,Asia,2022-03-29,ActiveWear Smartwatch,Electronics,437.65
T00902,C0009,P050,2024-10-12 04:57:16,1,437.65,437.65,Joy Clark,Europe,2023-08-14,ActiveWear Smartwatch,Electronics,437.65
T00904,C0155,P050,2024-01-17 03:47:03,1,437.65,437.65,Michelle Brown,South America,2023-03-23,ActiveWear Smartwatch,Electronics,437.65
T00979,C0112,P050,2024-05-08 03:42:39,3,1312.95,437.65,Brian Adkins,South America,2022-07-07,ActiveWear Smartwatch,Electronics,437.65
T00984,C0156,P050,2024-05-04 11:33:18,4,1750.6,437.65,William Adams,North America,2023-08-19,ActiveWear Smartwatch,Electronics,437.65
T00040,C0177,P030,2024-06-27 19:13:16,4,1111.44,277.86,Julia Kelly,Asia,2024-06-01,ActiveWear Cookbook,Books,277.86
T00268,C0170,P030,2024-05-20 10:53:24,1,277.86,277.86,Logan Harris,Europe,2023-09-13,ActiveWear Cookbook,Books,277.86
T00303,C0085,P030,2024-10-11 20:08:31,1,277.86,277.86,Richard Brown,South America,2024-09-22,ActiveWear Cookbook,Books,277.86
T00491,C0136,P030,2024-06-07 08:52:46,4,1111.44,277.86,Kristen Holder,Asia,2024-03-14,ActiveWear Cookbook,Books,277.86
T00511,C0081,P030,2024-05-26 05:56:36,3,833.58,277.86,Kimberly Turner,Europe,2024-02-24,ActiveWear Cookbook,Books,277.86
T00604,C0011,P030,2024-08-10 15:04:27,1,277.86,277.86,Bryan Mathews,South America,2022-12-12,ActiveWear Cookbook,Books,277.86
T00647,C0018,P030,2024-08-03 19:15:23,4,1111.44,277.86,Tyler Haynes,North America,2024-09-21,ActiveWear Cookbook,Books,277.86
T00810,C0046,P030,2024-01-06 13:22:36,1,277.86,277.86,Beth Cardenas,North America,2024-10-23,ActiveWear Cookbook,Books,277.86
T00938,C0087,P030,2024-02-21 18:51:05,3,833.58,277.86,Travis Campbell,South America,2024-04-11,ActiveWear Cookbook,Books,277.86
T00042,C0189,P025,2024-12-21 02:16:46,2,569.24,284.62,Sherri Dixon,North America,2024-01-22,ActiveWear Cookware Set,Home Decor,284.62
T00074,C0041,P025,2024-03-10 02:20:47,3,853.86,284.62,Lindsey Deleon,Europe,2023-12-27,ActiveWear Cookware Set,Home Decor,284.62
T00304,C0174,P025,2024-12-12 13:59:40,1,284.62,284.62,Tracy Steele,South America,2022-11-03,ActiveWear Cookware Set,Home Decor,284.62
T00331,C0005,P025,2024-05-05 13:03:41,3,853.86,284.62,Laura Weber,Asia,2022-08-15,ActiveWear Cookware Set,Home Decor,284.62
T00456,C0004,P025,2024-12-12 03:38:36,2,569.24,284.62,Kathleen Rodriguez,South America,2022-10-09,ActiveWear Cookware Set,Home Decor,284.62
T00462,C0003,P025,2024-06-03 19:17:36,3,853.86,284.62,Michael Rivera,South America,2024-03-07,ActiveWear Cookware Set,Home Decor,284.62
T00573,C0162,P025,2024-11-17 04:21:44,3,853.86,284.62,Edwin Watson,Asia,2022-03-29,ActiveWear Cookware Set,Home Decor,284.62
T00580,C0141,P025,2024-04-09 07:28:17,1,284.62,284.62,Paul Parsons,Europe,2023-02-23,ActiveWear Cookware Set,Home Decor,284.62
T00658,C0021,P025,2024-01-16 11:22:42,1,284.62,284.62,Robert Blanchard,Asia,2023-04-17,ActiveWear Cookware Set,Home Decor,284.62
T00832,C0064,P025,2024-05-07 01:08:19,3,853.86,284.62,Martha Montgomery,Europe,2023-10-22,ActiveWear Cookware Set,Home Decor,284.62
